epoch,loss,out_recon_loss,out_seg_dice_hard,out_seg_loss,val_loss,val_out_recon_loss,val_out_seg_dice_hard,val_out_seg_loss
0,0.40734073519706726,0.16176538169384003,0.08215537667274475,0.39116421341896057,0.4040372371673584,0.08095836639404297,0.08878711611032486,0.3959413170814514
1,0.33818790316581726,0.036815859377384186,0.08941418677568436,0.33450639247894287,0.38889649510383606,0.02035156637430191,0.11001022160053253,0.38686126470565796
2,0.34091728925704956,0.013316151686012745,0.0813998132944107,0.3395857512950897,0.38868415355682373,0.010759620927274227,0.12250007688999176,0.3876081705093384
3,0.3353118598461151,0.006508904974907637,0.09739416837692261,0.334661066532135,0.3965984582901001,0.0060071577318012714,0.12000001966953278,0.3959977328777313
4,0.33657753467559814,0.004702133592218161,0.09774748980998993,0.3361072540283203,0.3812812864780426,0.004927471745759249,0.11375007778406143,0.3807884156703949
5,0.32981619238853455,0.004639573860913515,0.09956435114145279,0.32935234904289246,0.38265320658683777,0.005974857602268457,0.12500011920928955,0.38205569982528687
6,0.3157041370868683,0.004678658209741116,0.10138081759214401,0.3152362108230591,0.4081955850124359,0.006370434537529945,0.11875002086162567,0.40755847096443176
7,0.3236566185951233,0.004842717200517654,0.09811074286699295,0.32317233085632324,0.37435150146484375,0.005912535358220339,0.14125023782253265,0.3737602233886719
8,0.32122403383255005,0.004740095231682062,0.09629373997449875,0.3207499086856842,0.37697216868400574,0.006545760668814182,0.11625003814697266,0.3763175904750824
9,0.3153846561908722,0.0046334280632436275,0.10428781062364578,0.3149212598800659,0.3554840087890625,0.006403786595910788,0.1337500363588333,0.3548436760902405
10,0.31875863671302795,0.004561912268400192,0.09302350133657455,0.31830254197120667,0.37855279445648193,0.00555701507255435,0.10250015556812286,0.37799713015556335
11,0.3165498673915863,0.004479099065065384,0.09665811061859131,0.31610187888145447,0.3453587591648102,0.005487225018441677,0.12500101327896118,0.3448100984096527
12,0.3187825083732605,0.004306454211473465,0.09011659771203995,0.31835174560546875,0.3747912645339966,0.006159118376672268,0.1350000500679016,0.3741753101348877
13,0.3199656307697296,0.004262705333530903,0.10138464719057083,0.3195394277572632,0.364737868309021,0.0058808098547160625,0.12250011414289474,0.3641497790813446
14,0.3091244697570801,0.004216305911540985,0.1013810783624649,0.30870288610458374,0.38629502058029175,0.005991955287754536,0.11875030398368835,0.38569581508636475
15,0.3152462840080261,0.004099506419152021,0.10537907481193542,0.31483641266822815,0.36909666657447815,0.004777894821017981,0.10750092566013336,0.3686189353466034
16,0.3255591094493866,0.004219555761665106,0.09411381930112839,0.32513725757598877,0.3790734112262726,0.005865374580025673,0.12125042080879211,0.3784867823123932
17,0.3009833097457886,0.0038163922727108,0.10104932636022568,0.3006015717983246,0.3682824671268463,0.005396239925175905,0.12875109910964966,0.3677428364753723
18,0.31890907883644104,0.004088692832738161,0.08684659749269485,0.3185003399848938,0.3677479922771454,0.004706442356109619,0.10000600665807724,0.3672773838043213
19,0.308416485786438,0.0038403826765716076,0.10211048275232315,0.30803242325782776,0.364960640668869,0.004471361171454191,0.1287502944469452,0.3645135760307312
20,0.313180536031723,0.003848278196528554,0.102527916431427,0.3127956688404083,0.36940979957580566,0.005082441493868828,0.12875030934810638,0.3689015209674835
21,0.3151007890701294,0.0037643315736204386,0.08000632375478745,0.314724326133728,0.3552311062812805,0.004179597366601229,0.12125565856695175,0.3548131287097931
22,0.3096208870410919,0.003667823038995266,0.09702735394239426,0.30925416946411133,0.36121201515197754,0.0045883734710514545,0.08877426385879517,0.36075329780578613
23,0.30894502997398376,0.003683267394080758,0.09266796708106995,0.30857670307159424,0.3627316951751709,0.004415648989379406,0.11000210046768188,0.3622901141643524
24,0.30969247221946716,0.003681700676679611,0.09089697152376175,0.3093242347240448,0.3713757395744324,0.0049412124790251255,0.11875112354755402,0.3708816468715668
25,0.3084162473678589,0.003631936851888895,0.09250516444444656,0.30805307626724243,0.3445321321487427,0.004090059548616409,0.12001404166221619,0.34412306547164917
26,0.3143107295036316,0.003740160260349512,0.09084463119506836,0.31393668055534363,0.35406383872032166,0.00468678493052721,0.09125211834907532,0.35359519720077515
27,0.31324243545532227,0.0037225873675197363,0.08357811719179153,0.31287020444869995,0.35198739171028137,0.004408500622957945,0.11875151842832565,0.3515465557575226
28,0.31017228960990906,0.0036646765656769276,0.09448537230491638,0.30980587005615234,0.35240474343299866,0.004296694882214069,0.12375026941299438,0.3519750237464905
29,0.30934426188468933,0.0035432600416243076,0.09520652890205383,0.30898991227149963,0.3655628263950348,0.004924157168716192,0.12125431001186371,0.3650704324245453
30,0.30948957800865173,0.003560668556019664,0.0948433130979538,0.30913370847702026,0.41133078932762146,0.005583503749221563,0.1050063818693161,0.41077256202697754
31,0.3073902130126953,0.0034840924199670553,0.09012188762426376,0.30704155564308167,0.3664763569831848,0.004516677465289831,0.1237512081861496,0.36602461338043213
32,0.3010142147541046,0.0033810569439083338,0.09447789937257767,0.300676167011261,0.3676997721195221,0.004311481490731239,0.10750062763690948,0.36726856231689453
